ID,Code,Name,Total FTEs,Total Revenue,Data Collection View,Region,Division,Industry Sector,Mapping Division,Note,Gamma,KT
901,6981,Statkraft (Corporate Centre),3301,20960,Corporate center only,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Akanksha,Jonas

902,6982,Statkraft (Business Unit),3301,20960,Business unit/ Division: Functional organization,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Akanksha,Jonas

903,6987,Lundbeck,5689,17672,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Pintu,Edoardo

904,6988,WEYERHAEUSER ,9409,7500,Total company,North America,Manufacturing,"Lumber And Wood Products, Except Furniture",Manufacturing,,Novo,Sarah

905,6989,Campbells,2726,3937,Business unit/ Division: Functional organization,North America,Manufacturing,Food And Kindred Products,Manufacturing,,Novo,Lena

906,6990,Oriola,2730,"1800,8",Total company,Western Europe,Wholesale Trade,Wholesale Trade-non-durable Goods,Wholesale Trade,,Varun,0

907,6991,Woodside,3916,3600,Total company,Australia & Oceania,Mining,Oil And Gas Extraction,Mining,,Varun,0

908,7004,PTT GROUP,4524,1615664,Corporate center only,Southeast & Central Asia,Manufacturing,Petroleum Refining And Related Industries,Manufacturing,,Varun,Mai

909,7007,Servier,16180,3200,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Varun,0

910,7008,Franke,"8159,5",1850,Total company,Western Europe,Manufacturing,Miscellaneous Manufacturing Industries,Manufacturing,,0,0

911,7009,Molitalia,1619,"238,76",Business unit/ Division: Country organization (geography),South America,Manufacturing,Food And Kindred Products,Manufacturing,,Varun,0

912,7010,Staples,9000,"8215,2",Business unit/ Division: Functional organization,North America,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Retail Trade,,Novo,Sarah

913,7011,Zym,858,20,Total company,North America,Manufacturing,Pharmaceuticals,Manufacturing,,Novo,Sarah

914,7012,ETEX,11000,3016,Total company,Western Europe,Manufacturing,"Stone, Clay, Glass, And Concrete Products",Manufacturing,,Varun,0

915,7014,Oriola Wholesale ,1441,"1020,1",Total company,Western Europe,Wholesale Trade,Wholesale Trade-non-durable Goods,Wholesale Trade,,Varun,0

916,7015,Oriola Retail,2867,"780,7",Total company,Western Europe,Retail Trade,Miscellaneous Retail,Retail Trade,,Varun,0

917,7021,GACA,1204,150,Total company,Middle East,Public Administration ,Nonclassifiable Establishments,Public Administration ,,Pintu,Edoardo

918,7023,Convera,1879,350,Total company,North America,Services,Business Services,Services,,Novo,Sarah

919,7025,HIG,885,"5,27E+14",Total company,North America,Wholesale Trade,Wholesale Trade-durable Goods,Wholesale Trade,,Novo,Allison

920,7026,BOUYGUES,44628,10977,Total company,Western Europe,Construction,Building Construction General Contractors And Operative Builders,Construction,,Sumit,Jonas

921,7028,Casper,555,497,Corporate center only,North America,Retail Trade,"Home Furniture, Furnishings, And Equipment Stores",Retail Trade,,Novo,Sarah

922,7029,DORMAKABA ,2989,"676,95",Total company,North America,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Manufacturing,,Novo,Jonas

923,7033,Inteva,15000,858,Business unit/ Division: Product organization,North America,Manufacturing,Transportation Equipment,Manufacturing,,Novo,Lena

924,7034,UNITED INTERNET,8927,5367,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Pintu,Edoardo

925,7035,SKF ,41643,86000,Total company,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,0,0

926,7037,ARLANXEO,3870,3000,Total company,Western Europe,Manufacturing,Rubber And Miscellaneous Plastics Products,Manufacturing,,Pintu,Mai

927,7039,PHILIPS DA,6707,2213,Total company,Western Europe,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,Pintu,Jonas

928,7040,AIA,"2155,2",3700,Total company,Australia & Oceania,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Sumit,Jonas

929,7042,Alcoa,12900,"9,3E+09",Total company,North America,Mining,Metal Mining,Mining,,Novo,Sarah

930,7043,ENI,31321,69881,Business unit/ Division: Country organization (geography),Western Europe,Mining,Oil And Gas Extraction,Mining,,Sumit,Martin

931,7044,Hubbell,8100,2200,Total company,North America,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,Novo,Allison

932,7047,Mitsubishi Chem,14441,929300,Total company,Industrialized Asia,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Akanksha,0

933,7048,GAZPROMBANK,9000,54000,Business unit/ Division: Functional organization,Eastern Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Sumit,Carlos

934,7049,PRefChem,1982,7687,Total company,Southeast & Central Asia,Manufacturing,Petroleum Refining And Related Industries,Manufacturing,,Novo,0

935,7051,ABBVIE,50981,56000,Total company,North America,Manufacturing,Pharmaceuticals,Manufacturing,,Pintu,Sarah

936,7053,IVL,6567,"7314,28",Business unit/ Division: Functional organization,Southeast & Central Asia,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Sumit,Jonas

937,7054,Cascades,10367,4649,Total company,North America,Manufacturing,Paper And Allied Products,Manufacturing,,Novo,Sarah

938,7056,L'ORÉAL,88000,30000,Business unit/ Division: Functional organization,Western Europe,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,Manufacturing,,Sumit,Jonas

939,7057,Winkelmann,2036,330,Business unit/ Division: Product organization,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Sumit,Edoardo

940,7058,Beautycounter (Carlyle Equity),292,372,Business unit/ Division: Functional organization,North America,Retail Trade,Miscellaneous Retail,Retail Trade,,Novo,0

941,7059,Toll Logistics,517,1000,Business unit/ Division: Segment organization (customer),Australia & Oceania,Transportation & Communications & Electric & Gas & Sanitary Services,Motor Freight Transportation And Warehousing,Transportation & Communications & Electric & Gas & Sanitary Services,,Varun,Marko

942,7061,Ence,1150,700,Total company,Western Europe,Manufacturing,Paper And Allied Products,Manufacturing,,Novo,Edoardo

943,7062,Caldic EU,728,647,Business unit/ Division: Country organization (geography),Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Pintu,Mai

944,7063,Coats,22657,1389,Total company,Western Europe,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,Manufacturing,,Varun,0

945,7065,Bega,3562,2073,Total company,Australia & Oceania,Wholesale Trade,Wholesale Trade-non-durable Goods,Wholesale Trade,,Varun,0

946,7066,Sobi,1772,1487,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Varun,Jonas

947,7067,UCB,8284,5347,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Novo,Jonas

948,7069,Toll Group,15000,11000,Total company,Australia & Oceania,Transportation & Communications & Electric & Gas & Sanitary Services,Motor Freight Transportation And Warehousing,Transportation & Communications & Electric & Gas & Sanitary Services,,Varun,0

949,7070,Optus,"6960,7",6752,Total company,Australia & Oceania,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Edoardo

950,7072,MHS,2616,1400,Total company,North America,Services,"Engineering, Accounting, Research, Management, And Related Services",Services,Correct: Drug Stores And Proprietary Stores,Novo,Sarah

951,7078,Copenhagen University,9574,9051,Total company,Western Europe,Services,Educational Services,Services,,Varun,Jonas

952,7081,Landis & Gyr,4284,1800,Total company,Western Europe,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,varun,Mai

953,7084,CP Chem,4714,8605,Total company,North America,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Novo,Sarah

954,7087,CLP Group,5815,"5595,79",Total company,Industrialized Asia,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Pintu,Jonas

955,7090,Ikea (Ingka) - Corporate Centre,161567,37368,Corporate center only,Western Europe,Retail Trade,"Home Furniture, Furnishings, And Equipment Stores",Retail Trade,,Varun,Jonas

956,7091,Ikea (Ingka) - Total company,161567,37368,Total company,Western Europe,Retail Trade,"Home Furniture, Furnishings, And Equipment Stores",Retail Trade,,varun,Jonas

957,7092,Walmart,45000,"7172,3",Corporate center only,South America,Retail Trade,Miscellaneous Retail,Retail Trade,,Novo,Aditi

958,7094,SuzoHapp,1230,"251,87",Total company,North America,Manufacturing,Miscellaneous Manufacturing Industries,Manufacturing,,Novo,Lena

959,7102,FLUTTER,4661,2235,Total company,Western Europe,Services,Amusement And Recreation Services,Services,,Pintu,Jonas

960,7103,Posten,12919,23996,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Motor Freight Transportation And Warehousing,Transportation & Communications & Electric & Gas & Sanitary Services,,Akanksha,Edoardo

961,7105,Ripley Corp,2650,486000,Total company,South America,Finance & Insurance & Real Estate ,Non-depository Credit Institutions,Finance & Insurance & Real Estate ,,Novo,Lena

962,7106,DB Schenker,74161,"17671,2",Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation Services,Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Jonas

963,7110,AT&S,12979,1188,Business unit/ Division: Product organization,Western Europe,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,Varun,Marko

964,7112,Verisure,2140,2000,Business unit/ Division: Country organization (geography),Western Europe,Services,Business Services,Services,,Linh,Edoardo

965,7113,Duke Energy,27490,21720,Total company,North America,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Lena

966,7114,Clorox,3522,6179,Total company,North America,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Novo,Sarah

967,7115,COWI,6760,6569,Total company,Western Europe,Services,"Engineering, Accounting, Research, Management, And Related Services",Services,,Novo,Sarah

968,7117,Novartis,84249,"44194,32",Business unit/ Division: Product organization,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Linh,Edoardo

969,7118,B. BRAUN,64317,7426,Total company,Western Europe,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",Manufacturing,,Sumit,Jonas

970,7119,PharmaZell and Novasep,2173,480,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Novo,Edoardo

971,7121,Zoetis,11000,7700,Business unit/ Division: Functional organization,North America,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Ashima,Sarah Ro

972,7122,Delta Airlines,79794,29899,Corporate center only,North America,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation By Air,Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Sarah

973,7123,Enovis,7100,1648,Business unit/ Division: Country organization (geography),North America,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",Manufacturing,,Novo,Lena

974,7124,Sabre,6956,1700,Total company,North America,Services,Business Services,Services,,Novo,Jonas

975,7125,Post Consumer Brands,199,921,Total company,North America,Manufacturing,Food And Kindred Products,Manufacturing,,Novo,Sarah

976,7127,"L'Oreal - US Only, HR L2 Only",13493,"9484,5",Total company,North America,Retail Trade,Miscellaneous Retail,Retail Trade,,Novo,Sarah

977,7131,National Central Cooling Company (Tabreed),929,1741,Corporate center only,Middle East,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Akanksha,Martin

978,7133,RingCentral,8265,1594,Total company,North America,Services,Business Services,Services,,Ashima,Sarah

979,7134,Sema4,1258,"211,87",Total company,North America,Services,"Engineering, Accounting, Research, Management, And Related Services",Services,,Novo,Sarah

981,7136,SoCal Edison,13132,13546,Total company,North America,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Sarah

982,7139,Ambev - Brazil,26891,"35586,5",Total company,South America,Manufacturing,Food And Kindred Products,Manufacturing,,Ashima,Sarah

983,7140,NEOGen,"2006,7","468,5",Total company,North America,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Linh,Sarah

984,7142,Wintershall DEA,2233,8188,Total company,Western Europe,Mining,Oil And Gas Extraction,Mining,,Ashima,0

985,7143,Credit Suisse,45000,22400,Business unit/ Division: Functional organization,Western Europe,Finance & Insurance & Real Estate ,"Security And Commodity Brokers, Dealers, Exchanges, And Services",Finance & Insurance & Real Estate ,,Linh,Edoardo

986,7144,LUFTHANSA TECHNIK,8897,8643,Business unit/ Division: Functional organization,Western Europe,Services,Miscellaneous Repair Services,Services,,Pintu,Sarah

987,7145,Grove Collaborative,1150,490,Corporate center only,North America,Retail Trade,General Merchandise Stores,Retail Trade,,Linh,Sarah

988,7146,NIBC,630,517,Total company,Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Sumit,Edoardo

989,7149,CLP Power,3861,5372,Total company,Industrialized Asia,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Pintu,Jonas

990,7150,Eli Lilly,35000,28318,Business unit/ Division: Functional organization,North America,Manufacturing,Pharmaceuticals,Manufacturing,,Novo,Gonzalo

991,7151,FONDS FTQ,871,848,Total company,North America,Finance & Insurance & Real Estate ,Holding And Other Investment Offices,Finance & Insurance & Real Estate ,,Novo,Jonas

992,7153,Cooper Standard Rubber,22584,2330,Total company,North America,Manufacturing,Transportation Equipment,Manufacturing,,Linh,Allison

993,7154,FIS,70000,14850,Business unit/ Division: Functional organization,North America,Services,Business Services,Services,,Novo,Allison

