ID,Code,Name,Total FTEs,Total Revenue,Data Collection View,Region,Division,Industry Sector,Mapping Division,Note,Gamma,KT
338,2861,Senvion,3946,1890,Total company,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,0,0

339,2862,Novartis (Product BU),28547,21345,Business unit/ Division: Product organization,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,0,0

340,2863,Airbus,31714,10704,Business unit/ Division: Product organization,Western Europe,Manufacturing,Transportation Equipment,Manufacturing,,0,0

341,2864,Nakilat,462,"3764,6",Total company,Middle East,Transportation & Communications & Electric & Gas & Sanitary Services,Water Transportation,Transportation & Communications & Electric & Gas & Sanitary Services,,0,0

342,2867,Arcadis,650,229,Total company,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,0,0

343,2868,CODORNIU,4756,"752,1",Business unit/ Division: Country organization (geography),North America,Services,"Engineering, Accounting, Research, Management, And Related Services",Services,,0,0

344,2869,Ford,200000,156000,Total company,North America,Manufacturing,Transportation Equipment,Manufacturing,,0,0

345,2870,Maersk,80000,30945,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation Services,Transportation & Communications & Electric & Gas & Sanitary Services,,0,0

346,2871,Element Fleet Management,2909,952,Total company,North America,Finance & Insurance & Real Estate ,Non-depository Credit Institutions,Finance & Insurance & Real Estate ,,Allison,Utsha Saha

347,2872,Intl Flavors,8780,"3398,72",Total company,North America,Manufacturing,Chemicals w/o Pharma,Manufacturing,,AG,Laura Peng

348,2873,Greyhound - First Group,7000,780,Corporate center only,North America,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation Services,Transportation & Communications & Electric & Gas & Sanitary Services,,0,0

349,2874,GLENCORE INT,30000,40000,Total company,North America,Agriculture & Forestry & Fishing,Agricultural Services,Agriculture & Forestry & Fishing,Correct: Petroleum Refining,0,0

350,2875,Amtrust,8414,8434,Business unit/ Division: Country organization (geography),North America,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,0,0

351,2876,OSPELT,1955,622,Corporate center only,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,0,0

352,2884,Plansee AG,1276,857,Total company,South America,Mining,Metal Mining,Mining,,0,0

353,2885,Calpine,1946,8752,Total company,North America,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,0,0

354,2886,Chugai Pharmaceuticals,7372,534199,Total company,Industrialized Asia,Manufacturing,Pharmaceuticals,Manufacturing,,0,0

355,2887,Roche (Group Function Pharma Finance),40150,41220,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,0,0

356,2890,Confidential,14832,"5652,32",Total company,North America,Services,Business Services,Services,,0,0

357,2891,Excelitas,6231,757,Total company,North America,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,0,0

358,2893,Bayer HC,12289,5862,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,0,0

359,2896,Commvault,2784,"753,5",Total company,North America,Services,Business Services,Services,,0,0

360,2898,Sansiri,1500,31000,Total company,Southeast & Central Asia,Finance & Insurance & Real Estate ,Real Estate,Finance & Insurance & Real Estate ,,0,0

361,2902,Camargo Correa – Cement division,7813,1877,Total company,South America,Manufacturing,"Stone, Clay, Glass, And Concrete Products",Manufacturing,,0,0

362,2903,Conde Nast,2748,1086,Total company,North America,Manufacturing,"Printing, Publishing, And Allied Industries",Manufacturing,,0,0

363,2907,Micarna,3210,"1666,1",Total company,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,0,0

364,2908,Prometeon Brazil,3540,469,Total company,South America,Manufacturing,Rubber And Miscellaneous Plastics Products,Manufacturing,,0,Mattia Rodriquez

365,2909,Alfa bank,24440,4101,Total company,Eastern Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,0,0

366,2914,E.ON B2B Solutions,860,430,Business unit/ Division: Product organization,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,0,0

367,2915,IOC,2351,1500,Total company,North America,Mining,Metal Mining,Mining,,0,0

368,2917,Eskom,41691,183000,Total company,Africa,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,0,0

369,2918,CLAS OHLSON,1700,7990,Business unit/ Division: Functional organization,Western Europe,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Retail Trade,,0,0

370,2920,HUD,6920,NULL,Total company,North America,Public Administration ,"Executive, Legislative, And General Government, Except Finance",Public Administration ,,0,0

371,2921,DZ Bank,5021,1595,Total company,Western Europe,Finance & Insurance & Real Estate ,Non-depository Credit Institutions,Finance & Insurance & Real Estate ,,0,0

372,2922,Danamon,13891,"1,24E+13",Business unit/ Division: Functional organization,Southeast & Central Asia,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,0,0

373,2923,Melco,14509,36106,Total company,Industrialized Asia,Services,"Hotels, Rooming Houses, Camps, And Other Lodging Places",Services,,0,0

374,2924,TENNANT,4300,"828,6",Total company,North America,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,0,0

375,2926,Bosch,76904,20000,Total company,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,0,0

376,2929,Confidential,1873,1009,Total company,Western Europe,Manufacturing,Paper And Allied Products,Manufacturing,,0,0

377,2930,Fujitsu,2548,1690,Total company,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,FTE number incorrect,0,0

378,2931,Emami Agrotech Limited,1376,87595,Corporate center only,Southeast & Central Asia,Agriculture & Forestry & Fishing,Agricultural Services,Agriculture & Forestry & Fishing,,0,0

379,2934,UCB,7461,4587,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,0,0

380,2940,Duravant,642,"137,1",Total company,North America,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,0,0

381,2941,Nielsen,"45324,5",6572,Total company,North America,Services,"Engineering, Accounting, Research, Management, And Related Services",Services,,0,0

382,2945,Bunnings,43000,12523,Corporate center only,Australia & Oceania,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Retail Trade,,0,0

383,2946,Stone Point Capital,4800,1093,Total company,North America,Finance & Insurance & Real Estate ,"Insurance Agents, Brokers, And Service",Finance & Insurance & Real Estate ,,0,0

384,2947,CMA CGM,28467,21116,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Water Transportation,Transportation & Communications & Electric & Gas & Sanitary Services,,0,0

385,2948,OP Financial Group,11286,3115,Corporate center only,Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,0,0

386,2949,Gerresheimer,2253,375,Total company,Western Europe,Manufacturing,Miscellaneous Manufacturing Industries,Manufacturing,,0,0

387,2951,CIMB,13005,"1,58E+11",Total company,Southeast & Central Asia,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,0,0

388,2954,Confidential Food confectionary,7724,"1063,3",Total company,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,0,0

389,2955,Zespri,620,2500,Total company,Australia & Oceania,Agriculture & Forestry & Fishing,Agricultural Production Crops,Agriculture & Forestry & Fishing,,0,0

390,2956,Cramo,"443,5","205,6",Business unit/ Division: Country organization (geography),Western Europe,Construction,Building Construction General Contractors And Operative Builders,Construction,,0,0

391,2958,Suse Linux Enterprise,1443,"318,5",Total company,Western Europe,Services,Business Services,Services,,0,0

392,2960,CEREALIA,901,4066,Business unit/ Division: Product organization,Western Europe,Wholesale Trade,Wholesale Trade-non-durable Goods,Wholesale Trade,,0,0

393,2961,MIMEDX,851,"317,5",Total company,North America,Manufacturing,Pharmaceuticals,Manufacturing,,0,0

394,2962,Rexel 2018,"3075,68","714,1",Corporate center only,Western Europe,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Retail Trade,,0,0

395,2980,Rexel 2019,"2856,58","702,2",Corporate center only,Western Europe,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Retail Trade,,0,0

396,2982,Asahi Breweries,7814,1873,Total company,Eastern Europe,Manufacturing,Food And Kindred Products,Manufacturing,,0,0

397,2984,Alorica,92620,2181,Total company,North America,Services,Business Services,Services,,0,0

398,2987,SAUR,7500,1292,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,0,0

399,2988,Lotte Chemical,3102,"1,59E+13",Total company,Industrialized Asia,Manufacturing,Chemicals w/o Pharma,Manufacturing,,0,0

400,2990,Saudi Telecom,824,3600,Total company,Middle East,Services,Business Services,Services,,0,0

401,2991,Mann Hummel,22502,3884,Total company,Western Europe,Manufacturing,Transportation Equipment,Manufacturing,,0,0

402,2992,United Internet,2986,3857,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,0,0

403,2994,Coop Alleanza,17100,4500,Corporate center only,Western Europe,Retail Trade,Food Stores,Retail Trade,,0,0

404,2999,Fintyre,"1362,3",1141,Total company,Western Europe,Wholesale Trade,Wholesale Trade-durable Goods,Wholesale Trade,,0,0

405,3002,Australian Govt Healthcare,1128,"249,7",Total company,Australia & Oceania,Services,Health Services,Services,,0,0

406,3003,EDF Renewable,1118,"569,9",Corporate center only,North America,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,0,0

407,3004,DSP,1932,444,Total company,Industrialized Asia,Manufacturing,Pharmaceuticals,Manufacturing,,0,0

408,3005,Post Consumer Brands,3072,1554,Corporate center only,North America,Wholesale Trade,Wholesale Trade-non-durable Goods,Wholesale Trade,,0,0

409,3006,SLOVAK MINISTRY,559,"122,71",Corporate center only,Eastern Europe,Public Administration ,"Public Finance, Taxation, And Monetary Policy",Public Administration ,,0,0

410,3007,Agropur,5700,3700,Business unit/ Division: Country organization (geography),North America,Manufacturing,Food And Kindred Products,Manufacturing,,0,0

411,3010,NextEra,14464,17195,Business unit/ Division: Functional organization,North America,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,0,0

412,4009,Johnson & Johnson,31359,14217,Total company,North America,Manufacturing,Chemicals w/o Pharma,Manufacturing,,0,0

413,4010,KFW,5882,2800,Total company,Western Europe,Finance & Insurance & Real Estate ,Non-depository Credit Institutions,Finance & Insurance & Real Estate ,,0,0

414,4011,Dean Foods,15300,7800,Corporate center only,North America,Manufacturing,Food And Kindred Products,Manufacturing,,0,0

415,4012,US Federal Government – HHS (Department of Health & Human Services),6106,"9762,03",Total company,North America,Public Administration ,Nonclassifiable Establishments,Public Administration ,,0,0

416,4013,El Corte Ingles,92078,15935,Business unit/ Division: Functional organization,Western Europe,Retail Trade,General Merchandise Stores,Retail Trade,,0,0

417,4014,Glenmark,13500,91030,Total company,Southeast & Central Asia,Manufacturing,Pharmaceuticals,Manufacturing,,0,0

418,4015,Jemena,2997,2000,Total company,Australia & Oceania,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,0,0

419,4016,ATOS Group,120000,12300,Business unit/ Division: Functional organization,Western Europe,Services,Business Services,Services,,VG,kristof

420,4019,Evonik,36523,14419,Total company,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,SD,Arul

421,4020,Etihad,22403,6391,Total company,Middle East,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation By Air,Transportation & Communications & Electric & Gas & Sanitary Services,,SD,Shweta

422,4023,Wessanen,1300,627,Total company,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,VG,Sugandha

423,4026,Fincap,11094,136750,Total company,Southeast & Central Asia,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,SD,Sugandha

424,4030,Geox,5134,826,Total company,Western Europe,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,Manufacturing,,SD,Arul

425,4033,Advent,6594,1113,Total company,North America,Services,Health Services,Services,,SD,Mai

426,4035,Aptiv,33707,1692,Business unit/ Division: Product organization,Western Europe,Manufacturing,Transportation Equipment,Manufacturing,,VG,Mai

427,4046,MHM,5895,800,Business unit/ Division: Country organization (geography),Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,AG,Mai

428,4049,Canadian Tire,8500,15570,Corporate center only,North America,Retail Trade,General Merchandise Stores,Retail Trade,,AR,Allison

429,4050,SONOVA,"14891,3","2645,9",Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,AG,Kristof

430,4052,Nuance Comm,6163,1500,Total company,North America,Services,Business Services,Services,,AG,Shweta

431,4053,Sun Pharma,32416,4040,Corporate center only,Southeast & Central Asia,Manufacturing,Pharmaceuticals,Manufacturing,,AG,Sugandha

432,4054,ENDIAMA,458,62,Corporate center only,Africa,Mining,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",Mining,,SD,Shweta

433,4056,CF Industries ,605,452,Business unit/ Division: Country organization (geography),Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,LR,Lena

434,4060,Novozymes,6327,13967,Total company,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,AG,Tamara

435,4061,3M,93621,31660,Total company,North America,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,AG,allison

436,4064,Mass Mutual,11800,33495,Total company,North America,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Lena,Lena

437,4065,MVM,6904,1331086,Business unit/ Division: Functional organization,Eastern Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,AG,Allison

438,4067,BB&T,36914,12156,Total company,North America,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Emma,Emma

439,4069,Trumpf GmbH + Co,13420,"3565,56",Corporate center only,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,TQ,Tamara

440,4071,Kinross,8912,"3212,6",Total company,North America,Mining,Metal Mining,Mining,,AG,Lena

441,4072,Algar Telecom,4303,"2715,5",Total company,South America,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,SD,Allison

442,4075,UAE FEDERAL GOV,248,NULL,Total company,Middle East,Public Administration ,"Public Finance, Taxation, And Monetary Policy",Public Administration ,,SD,Arul

443,4078,Energizer,"1147,4",300,Total company,Western Europe,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,AG,Allison

444,4082,savethechildren,121,"38,3",Business unit/ Division: Country organization (geography),Western Europe,Public Administration ,Nonclassifiable Establishments,Public Administration ,,SD,Henrike

445,4083,Oi,14983,22000,Total company,South America,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,AG,Henrike

446,4085,SWMH,5628,"939,1",Total company,Western Europe,Manufacturing,"Printing, Publishing, And Allied Industries",Manufacturing,,AG,Mai

447,4086,ING,10185,5781,Business unit/ Division: Functional organization,Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,AG,Henrike

448,4097,United Internet,7850,5800,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,SD,Henrike

449,4098,Leadec,18245,"885,6",Total company,Western Europe,Services,"Engineering, Accounting, Research, Management, And Related Services",Services,,AG,Henrike

450,4101,Bank Aljazera,1882,2729,Total company,Middle East,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Subhrajyoti,Carlos

451,4102,US Bank,"75068,5",21142,Total company,North America,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,AG,Lena

452,4103,Tata Capital Ltd  ,6105,70160,Total company,Southeast & Central Asia,Finance & Insurance & Real Estate ,Holding And Other Investment Offices,Finance & Insurance & Real Estate ,,Shweta,Shweta

453,4105,MOI,15000,2900,Total company,Middle East,Public Administration ,"Justice, Public Order, And Safety",Public Administration ,,SD,Sugandha

454,4106,Bormioli,615,136,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,AS,Tamara

455,4107,GSK,95490,30821,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,AG,Tamara

456,4108,HSBC Global Private Banking ,4554,1762,Business unit/ Division: Functional organization,Western Europe,Finance & Insurance & Real Estate ,"Security And Commodity Brokers, Dealers, Exchanges, And Services",Finance & Insurance & Real Estate ,,Tamara,Tamara

457,4109,Audax,1674,1700,Total company,North America,Wholesale Trade,Wholesale Trade-durable Goods,Wholesale Trade,,AG,Allison

458,4110,Progress,3945,530,Total company,Eastern Europe,Manufacturing,Food And Kindred Products,Manufacturing,,AG,Henrike

459,4114,DB Netz AG,45033,5642,Business unit/ Division: Functional organization,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Railroad Transportation,Transportation & Communications & Electric & Gas & Sanitary Services,,AS,Henrike

460,4116,Cetera,1853,1875,Total company,North America,Finance & Insurance & Real Estate ,"Security And Commodity Brokers, Dealers, Exchanges, And Services",Finance & Insurance & Real Estate ,,SD,Allison

461,4117,"OMERS (FI, Insurance)",1063,1658,Total company,North America,Finance & Insurance & Real Estate ,"Insurance Agents, Brokers, And Service",Finance & Insurance & Real Estate ,,SD,Allison

462,4118,"OMERS (FI, Real Estate)","1878,5",1299,Total company,North America,Finance & Insurance & Real Estate ,Real Estate,Finance & Insurance & Real Estate ,,SD,Allison

463,4119,David's Bridal,7500,720,Corporate center only,North America,Retail Trade,Apparel And Accessory Stores,Retail Trade,,SD,Lena

464,4120,Airbus Space Systems,10195,"3148,3",Business unit/ Division: Product organization,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,AS,Tamara

465,4121,Cerved,2400,470,Total company,Western Europe,Finance & Insurance & Real Estate ,Non-depository Credit Institutions,Finance & Insurance & Real Estate ,,AS,Tamara

466,4123,Hubergroup,3955,791,Total company,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,SD,Henrike

467,4125,PHC Ascensia Diabetes Care,1640,"899,47",Total company,Western Europe,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",Manufacturing,,SD,Kristof

468,4129,CHSPSC,5748,14200,Corporate center only,North America,Services,Health Services,Services,,AG,Allison

469,4133,Harvest,"2127,5",1139,Total company,North America,Wholesale Trade,Wholesale Trade-durable Goods,Wholesale Trade,,AS,Allison

470,4134,Lesaffre,10000,1952,Total company,Western Europe,Manufacturing,Miscellaneous Manufacturing Industries,Manufacturing,,AG,Sugandha

471,4135,NPR,867,"258,12",Total company,North America,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,AS,Aditi

472,4136,Confidential | 402878-02,2210,1139,Business unit/ Division: Product organization,North America,Wholesale Trade,Wholesale Trade-durable Goods,Wholesale Trade,,SD,Mai

473,4139,SCHNEIDER ELECTRIC,10131,6319,Business unit/ Division: Country organization (geography),North America,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,AG,Allison

474,4141,Ferrero,3800,2300,Total company,North America,Manufacturing,Food And Kindred Products,Manufacturing,,SD,Henrike

475,5139,COMMONWEALTH ,1200,"1465,96",Total company,North America,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Lena,Lena

476,5141,HIG,2198,768,Total company,South America,Manufacturing,"Stone, Clay, Glass, And Concrete Products",Manufacturing,,SD,Allison

477,5144,Grundfos,21624,26720,Total company,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Mai,Mai

478,5145,Philips,22471,1900,Total company,Western Europe,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,Sumit,Sugandha

479,5146,Arterra Wines,"2085,9","606,72",Total company,North America,Manufacturing,Food And Kindred Products,Manufacturing,,AS,Lena

480,5147,FIS Standard ,52000,9200,Total company,North America,Services,Business Services,Services,,AS,Lena

481,5149,Santander Pol,11436,8700,Corporate center only,Eastern Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,SD,Carlos

482,5151,MOI,13500,18600,Business unit/ Division: Product organization,Middle East,Public Administration ,"Executive, Legislative, And General Government, Except Finance",Public Administration ,,AG,Sugandha

483,5152,Eurowings,4200,2500,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation By Air,Transportation & Communications & Electric & Gas & Sanitary Services,,SD,Sugandha

484,5155,EEW,"729,8",174,Total company,Western Europe,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Manufacturing,,Sumit,Henrike

485,5170,VIL,24790,480000,Total company,Southeast & Central Asia,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Subhrajyoti,Sugandha

486,5171,KOKI Holdings,5482,131369,Total company,Industrialized Asia,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Arhan,Mai

487,5172,Expedia,22000,11200,Total company,North America,Services,Business Services,Services,,Joseph,Joseph

488,5173,Kantar,27584,4014,Total company,Western Europe,Services,Business Services,Services,,Joseph,Joseph

489,5174,Kantar Bu1,5991,563,Business unit/ Division: Product organization,Western Europe,Services,Business Services,Services,,Joseph,Joseph

490,5175,Kantar BU2,13714,1314,Business unit/ Division: Product organization,Western Europe,Services,Business Services,Services,,Joseph,Joseph

491,5176,Kantar BU3,19226,1936,Business unit/ Division: Product organization,Western Europe,Services,Business Services,Services,,Joseph,Joseph

492,5177,Kantar BU4,467,99,Business unit/ Division: Product organization,Western Europe,Services,Business Services,Services,,Joseph,Joseph

493,5178,Kantar BU5,245,53,Business unit/ Division: Product organization,Western Europe,Services,Business Services,Services,,Joseph,Joseph

494,5179,Kantar BU6,3897,275,Business unit/ Division: Product organization,Western Europe,Services,Business Services,Services,,Joseph,Joseph

495,5180,Kantar BU7,990,181,Business unit/ Division: Product organization,Western Europe,Services,Business Services,Services,,Joseph,Joseph

496,5181,Kantar BU8,625,166,Business unit/ Division: Product organization,Western Europe,Services,Business Services,Services,,Joseph,Joseph

497,5182,MT,724,157,Total company,Western Europe,Manufacturing,Transportation Equipment,Manufacturing,,Arhan,0

498,5184,Victorian Government,3660,2320,Total company,Australia & Oceania,Public Administration ,"Executive, Legislative, And General Government, Except Finance",Public Administration ,,Subhrajyoti,Sugandha

499,5188,Henkel,52199,19899,Total company,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Arhan,0

500,5189,Humana,3881,56000,Business unit/ Division: Channel organization (distribution),North America,Finance & Insurance & Real Estate ,"Insurance Agents, Brokers, And Service",Finance & Insurance & Real Estate ,,Joseph,Joseph

501,5190,RKW SE,3172,900,Total company,Western Europe,Manufacturing,Rubber And Miscellaneous Plastics Products,Manufacturing,,Sumit,Florian/Shweta

502,5195,NFP,4890,"1102,1",Total company,North America,Finance & Insurance & Real Estate ,"Insurance Agents, Brokers, And Service",Finance & Insurance & Real Estate ,,Joseph,Joseph

503,5199,ADIA Capital,34579,50437,Total company,North America,Wholesale Trade,Wholesale Trade-durable Goods,Wholesale Trade,,Joseph,Joseph

504,5200,Life Healthcare,16030,17200,Business unit/ Division: Country organization (geography),Africa,Services,Health Services,Services,,Ashima,sugandha

505,5201,Pernod Ricard,5782,2558,Total company,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Ashima,Kristof

506,5202,Kamax,3185,632,Total company,Western Europe,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Manufacturing,,Arhan,Tamara

507,5203,USAA,35000,31000,Corporate center only,North America,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Subhrajyoti,Carlos

508,5204,Helaba,2521,1137,Total company,Western Europe,Finance & Insurance & Real Estate ,Non-depository Credit Institutions,Finance & Insurance & Real Estate ,,Sumit,Carlos

509,6204,ADNOC,3133,22893,Corporate center only,Middle East,Retail Trade,Automotive Dealers And Gasoline Service Stations,Retail Trade,,Ashima,Sugandha

510,6206,KBL,1713,392,Total company,Western Europe,Finance & Insurance & Real Estate ,"Security And Commodity Brokers, Dealers, Exchanges, And Services",Finance & Insurance & Real Estate ,,Ashima,Carlos

511,6209,Imerys,17308,4600,Corporate center only,Western Europe,Mining,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",Mining,,Joseph,Tamara

512,6211,Alcoa,15876,13400,Total company,North America,Mining,Metal Mining,Mining,,Subi,Subi

513,6213,Brussels Airlines,4000,"1549,4",Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation By Air,Transportation & Communications & Electric & Gas & Sanitary Services,,Sumit,Shweta

514,6219,Moderna,800,NULL,Total company,North America,Manufacturing,Pharmaceuticals,Manufacturing,,Sumit,Lena

515,6220,JMS,5927,"484,8",Total company,Western Europe,Services,Health Services,Services,,Ashima,Henrike

516,6221,QVC,"5915,5",2728,Total company,Western Europe,Retail Trade,Miscellaneous Retail,Retail Trade,,Sumit,Tamara

517,6222,EIS,1500,800,Total company,North America,Wholesale Trade,Wholesale Trade-durable Goods,Wholesale Trade,,Joseph,Joseph

518,6223,Lloyds Banking Group (LBG),66613,22091,Business unit/ Division: Functional organization,Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Subhrajyoti,Tamara

519,6224,Italgas,3509,1205,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Joseph,Joseph

520,6227,SUMITOMO,2300,NULL,Total company,North America,Manufacturing,Pharmaceuticals,Manufacturing,,Lena,Ashima

521,6228,ROIVANT,2300,NULL,Total company,North America,Manufacturing,Pharmaceuticals,Manufacturing,,Lena,Ashima

522,6231,Xella,7437,2465,Total company,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Sumit,0

523,6233,Chiron,"1854,6",466,Total company,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Sumit,Tamara

524,6234,Pernod Ricard,"1624,2",560,Business unit/ Division: Product organization,Australia & Oceania,Manufacturing,Food And Kindred Products,Manufacturing,,Arhan,Sugandha

525,6235,Naxicap - Sogelink,161,38,Total company,Western Europe,Services,Business Services,Services,,Arhan,Henrike

526,6236,Victorian Government ( different department),1033,575,Total company,Australia & Oceania,Public Administration ,"Executive, Legislative, And General Government, Except Finance",Public Administration ,,Subhrajyoti,Sugandha

527,6238,ABB,6500,960,Business unit/ Division: Country organization (geography),North America,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,Subi,Lena/Subi

